id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
1860,Chile,CHL,CL,1994,55.2,3.6,7,11.2,18.2,60.2,1.2,2.4,3,4,5,6.2,7.8,10.4,15.4,44.8,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,High,13,United Nations,ECLAC,,
1861,Chile,CHL,CL,1994,50.3,4.8,8.8,12.2,18,56.2,1.8,3,4,4.8,5.6,6.6,8,10,13.6,42.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,High,13,United Nations,ECLAC,,
1862,Chile,CHL,CL,1994,54.6,3.6,7.2,11.2,18.2,59.6,1.2,2.4,3.2,4,5,6.2,7.8,10.4,15.6,44,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,High,13,United Nations,ECLAC,,
1863,Chile,CHL,CL,1994,56.43,3.46,6.73,10.59,17.73,61.5,1.23,2.23,2.97,3.76,4.7,5.89,7.53,10.2,15.59,45.91,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,5127.6,2685.48,US$2011PPP,Year,420.176666666667,5128,2685,11337,14091389,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
1864,Chile,CHL,CL,1994,55.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1865,Chile,CHL,CL,1994,57.4,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1866,Chile,CHL,CL,1994,57.7,,,,,,,,,,,,,,,,,,Earnings,"Earnings, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,Average,7,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1867,Chile,CHL,CL,1994,51,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1868,Chile,CHL,CL,1994,55,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,420.176666666667,,,11337,14091389,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1869,Chile,CHL,CL,1995,57.2,3.84,7.2,11.21,17.69,60.06,1.46,2.39,3.18,4.02,5,6.2,7.71,9.98,14.69,45.37,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1211280,,Chilean peso,Month,396.773333333333,,,12172,14296613,,Average,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,Encuesta Nacional del Empleo (ENE)
1870,Chile,CHL,CL,1996,52.4,3.76,7.67,11.88,19.05,57.64,1.35,2.41,3.42,4.25,5.35,6.53,8.22,10.83,16.06,41.58,0.46,29.06,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,926458,544334,Chilean peso,Year,412.266666666667,,,12820,14497826,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1871,Chile,CHL,CL,1996,50.2,4.11,8.13,12.49,19.69,55.58,1.47,2.64,3.56,4.57,5.62,6.87,8.58,11.11,15.84,39.74,0.51,27.38,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1859601,1151260,Chilean peso,Year,412.266666666667,,,12820,14497826,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1872,Chile,CHL,CL,1996,54.8,3.7,7,11,18.2,60.1,1.4,2.3,3.1,3.9,4.9,6.1,7.8,10.4,15.7,44.4,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,110502,,Local currency unit,Year,412.266666666667,,,12820,14497826,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1873,Chile,CHL,CL,1996,53.5,4,7.4,11.2,18.2,59.1,1.5,2.5,3.3,4.1,5,6.2,7.8,10.4,15.5,43.6,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1874,Chile,CHL,CL,1996,55.3,3.4,6.8,10.8,18.2,60.4,1.2,2.2,3,3.8,4.8,6,7.8,10.4,15.6,44.8,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,High,13,United Nations,ECLAC,,
1875,Chile,CHL,CL,1996,49.1,4.8,8.8,12.8,18.8,55,1.8,3,4,4.8,5.8,7,8.4,10.4,14.2,40.8,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,High,13,United Nations,ECLAC,,
1876,Chile,CHL,CL,1996,54.5,3.8,7.2,11.2,18.4,59.6,1.4,2.4,3.2,4,5,6.2,7.8,10.6,15.6,44,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,High,13,United Nations,ECLAC,,
1877,Chile,CHL,CL,1996,54.87,3.65,7.06,10.97,18.22,60.1,1.33,2.32,3.12,3.94,4.88,6.09,7.78,10.44,15.67,44.43,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,5551.92,3008.28,US$2011PPP,Year,412.266666666667,5552,3008,12820,14497826,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
1878,Chile,CHL,CL,1996,56.4,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1879,Chile,CHL,CL,1996,57.2,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1880,Chile,CHL,CL,1996,58.5,,,,,,,,,,,,,,,,,,Earnings,"Earnings, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,Average,7,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1881,Chile,CHL,CL,1996,50.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1882,Chile,CHL,CL,1996,55.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,412.266666666667,,,12820,14497826,,Average,11,Research study,Szekely and Hilgert 2002,,Encuesta de Caracterizacion Socioeconomica Nacional
1883,Chile,CHL,CL,1998,53.3,3.68,7.46,11.56,18.87,58.45,1.29,2.39,3.27,4.19,5.18,6.38,8.1,10.77,15.85,42.6,0.44,30.03,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1116466,637682,Chilean peso,Year,460.2875,,,13991,14887756,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1884,Chile,CHL,CL,1998,51,4.03,7.96,12.32,19.41,56.27,1.43,2.6,3.48,4.48,5.53,6.79,8.45,10.96,15.79,40.48,0.49,28.15,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,2213600,1357859,Chilean peso,Year,460.2875,,,13991,14887756,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1885,Chile,CHL,CL,1998,55.4,3.6,7,10.8,18,60.6,1.3,2.3,3.1,3.9,4.8,6,7.7,10.3,15.7,44.9,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,131336,,Local currency unit,Year,460.2875,,,13991,14887756,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1886,Chile,CHL,CL,1998,54.1,3.8,7.3,11.1,18.1,59.5,1.4,2.4,3.2,4.1,5,6.1,7.8,10.3,15.5,44,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,460.2875,,,13991,14887756,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1887,Chile,CHL,CL,1998,56,3.4,6.8,10.8,18,61,1.2,2.2,3,3.8,4.8,6,7.6,10.4,15.8,45.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,460.2875,,,13991,14887756,,High,13,United Nations,ECLAC,,
1888,Chile,CHL,CL,1998,49.4,4.8,8.8,12.8,18.8,55,1.8,3,4,4.8,5.8,7,8.4,10.4,14,41,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,460.2875,,,13991,14887756,,High,13,United Nations,ECLAC,,
1889,Chile,CHL,CL,1998,55.2,3.4,7,10.8,18.2,60.2,1.2,2.2,3,4,4.8,6,7.8,10.4,15.8,44.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,460.2875,,,13991,14887756,,High,13,United Nations,ECLAC,,
1890,Chile,CHL,CL,1998,55.52,3.51,6.94,10.85,18.02,60.68,1.25,2.26,3.05,3.89,4.83,6.02,7.68,10.34,15.71,44.97,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,5953.68,3192.96,US$2011PPP,Year,460.2875,5954,3193,13991,14887756,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
1891,Chile,CHL,CL,1998,55.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,460.2875,,,13991,14887756,,Average,11,Research study,Szekely 2003,,Encuesta de Caracterizacion Socioeconomica Nacional
1892,Chile,CHL,CL,1999,57.3,3.68,6.88,10.51,16.89,62.04,1.38,2.3,3.04,3.83,4.73,5.78,7.33,9.56,13.75,48.29,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1630929.6,,Chilean peso,Month,508.776666666667,,,13759,15076952,,Average,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,Encuesta Nacional del Empleo (ENE)
1893,Chile,CHL,CL,2000,54.6,3.54,7.26,11.27,18.09,59.85,1.14,2.4,3.19,4.07,5.02,6.25,7.79,10.3,15.54,44.31,0.39,31.91,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1270805,720000,Chilean peso,Year,539.5875,,,14315,15262754,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1894,Chile,CHL,CL,2000,52.4,3.9,7.82,11.88,18.69,57.71,1.33,2.57,3.43,4.39,5.34,6.54,8.18,10.51,15.23,42.48,0.43,30.34,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,2510126,1491905,Chilean peso,Year,539.5875,,,14315,15262754,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1895,Chile,CHL,CL,2000,52.6,3.9,7.7,11.8,18.7,57.9,1.4,2.5,3.4,4.3,5.3,6.5,8.1,10.6,15.4,42.5,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,142307,,Local currency unit,Year,539.5875,,,14315,15262754,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1896,Chile,CHL,CL,2000,51.4,4.2,8.1,12,18.6,57,1.5,2.7,3.6,4.5,5.4,6.6,8.1,10.5,15.1,41.9,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,539.5875,,,14315,15262754,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1897,Chile,CHL,CL,2000,56.4,3.4,6.8,10.8,17.6,61.4,1.2,2.2,3,3.8,4.8,6,7.6,10,15.2,46.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,539.5875,,,14315,15262754,,High,13,United Nations,ECLAC,,
1898,Chile,CHL,CL,2000,51.1,4.2,8.4,12.4,18.4,56.4,1.4,2.8,3.8,4.6,5.8,6.6,8.2,10.2,13.8,42.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,539.5875,,,14315,15262754,,High,13,United Nations,ECLAC,,
1899,Chile,CHL,CL,2000,55.8,3.4,7,10.8,17.6,61,1.2,2.2,3,4,4.8,6,7.6,10,15.4,45.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,539.5875,,,14315,15262754,,High,13,United Nations,ECLAC,,
1900,Chile,CHL,CL,2000,52.77,3.83,7.67,11.8,18.7,58.01,1.31,2.52,3.4,4.27,5.28,6.52,8.1,10.6,15.43,42.58,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,5127,2997.24,US$2011PPP,Year,539.5875,5127,2997,14315,15262754,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
1901,Chile,CHL,CL,2003,52.8,3.85,7.61,11.75,18.66,58.12,1.34,2.51,3.37,4.24,5.2,6.55,8.07,10.59,15.53,42.59,0.45,30.26,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1373289,800000,Chilean peso,Year,691.3975,,,15332,15799542,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1902,Chile,CHL,CL,2003,50.3,4.22,8.19,12.46,19.36,55.77,1.49,2.73,3.63,4.56,5.61,6.85,8.46,10.9,15.66,40.11,0.5,28.12,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,2679268,1664716,Chilean peso,Year,691.3975,,,15332,15799542,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1903,Chile,CHL,CL,2003,51.2,4.2,8,12.2,19.2,56.5,1.5,2.7,3.5,4.5,5.5,6.7,8.4,10.8,15.4,41.1,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,157042,,Local currency unit,Year,691.3975,,,15332,15799542,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1904,Chile,CHL,CL,2003,49.6,4.5,8.5,12.6,19.2,55.3,1.6,2.9,3.8,4.7,5.7,6.9,8.4,10.8,15.3,40,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,691.3975,,,15332,15799542,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1905,Chile,CHL,CL,2003,55.2,3.6,7.2,11.2,17.6,60.4,1.2,2.4,3.2,4,5,6.2,7.6,10,15,45.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,691.3975,,,15332,15799542,,High,13,United Nations,ECLAC,,
1906,Chile,CHL,CL,2003,50.7,4.6,8.6,12.2,18,56.6,1.6,3,3.8,4.8,5.6,6.6,8,10,13.6,43,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Rural,Rural,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,691.3975,,,15332,15799542,,High,13,United Nations,ECLAC,,
1907,Chile,CHL,CL,2003,54.7,3.8,7.2,11.2,18,60,1.4,2.4,3.2,4,5,6.2,7.8,10.2,15,45,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,691.3975,,,15332,15799542,,High,13,United Nations,ECLAC,,
1908,Chile,CHL,CL,2003,51.49,4.01,7.95,12.22,19.06,56.76,1.38,2.63,3.51,4.44,5.49,6.73,8.33,10.73,15.41,41.35,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,5048.28,3053.64,US$2011PPP,Year,691.3975,5048,3054,15332,15799542,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
1909,Chile,CHL,CL,2006,49.8,4.37,8.3,12.52,19.33,55.48,1.57,2.8,3.69,4.61,5.57,6.95,8.43,10.9,15.77,39.71,0.56,27.61,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,1611781,1000000,Chilean peso,Year,530.275,,,17891,16319792,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1910,Chile,CHL,CL,2006,47.4,4.68,8.84,13.22,20.06,53.2,1.69,2.99,3.89,4.95,5.97,7.25,8.84,11.22,15.86,37.34,0.61,25.39,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,3145367,2077024,Chilean peso,Year,530.275,,,17891,16319792,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
1911,Chile,CHL,CL,2006,46.8,5,9.1,13.2,19.7,53,1.9,3.1,4.1,5,6,7.2,8.7,11,15.6,37.4,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,180038,,Local currency unit,Year,530.275,,,17891,16319792,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1912,Chile,CHL,CL,2006,45.2,5.4,9.5,13.5,19.8,51.8,2,3.4,4.3,5.2,6.2,7.3,8.8,11,15.4,36.4,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,530.275,,,17891,16319792,New 2018,High,13,SEDLAC,SEDLAC 2018,,
1913,Chile,CHL,CL,2006,52.2,4,7.8,11.6,18.6,57.8,1.4,2.6,3.4,4.4,5.2,6.4,8,10.6,15.6,42.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,OECD,High income,,,,,530.275,,,17891,16319792,,High,13,United Nations,ECLAC,,
